Video_ID,Channel_ID,Channel Name,Subscriber Count,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster,Channel_Weight
BcNZNEZvU84,UCRrUJKpFAGgA9WVjSWhgk2Q,KIM n LEE,95200.0,1.005,0.195,0.77,0.0,0.205,0.165,0.435,0.445,0.45,0.385,0.4549999999999999,0.0,0.16,0.105,0.835,0.115,0.0,1.0,0.00011301438422001247
Bfr7zkTXL9A,UClxGlpO6TzyJcW7gPCJe94g,GLOCO,1260000.0,0.765,0.0,0.0,0.685,0.0,0.07,0.0,0.22,0.325,0.75,0.315,0.875,0.62,0.075,0.0,0.385,0.045,1.0,0.0010924723807934538
BfyuKROBWyE,UC5NF_7WBa8OVDC0Xbs8yvOg,Japapino World ジャパピーノ,174000.0,1.03,1.215,0.0,0.19,2.03,1.835,0.455,1.665,3.185,1.2799999999999998,0.0849999999999999,0.0,0.45,0.0,2.715,0.825,0.0,0.0,0.00018207873013224228
BgC1dsQDFRU,UCtgevdBdyeV1rMJqfjK-oJA,Filpino American Ministry Podcast,34.0,0.215,0.64,0.96,0.16,0.1,1.185,1.075,0.465,0.045,1.465,0.675,0.515,0.25,0.01,0.96,0.755,1.205,1.0,0.0016387085711901807
BjaKfnWjX9Y,UCswuss4ouZ293r024xXpiIg,THE SKWAD,38200.0,1.3666666666666665,0.2083333333333333,1.0833333333333333,0.6033333333333334,0.4516666666666666,0.5316666666666666,0.1733333333333333,1.0033333333333332,0.7083333333333334,0.3983333333333334,0.4116666666666667,0.33,0.0566666666666666,0.0283333333333333,1.0216666666666667,0.305,0.05,1.0,0.0004682024489114802
Bnc7liFjcvc,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.5720000000000001,0.382,0.194,1.536,0.164,0.5720000000000001,0.308,0.414,0.38,0.372,1.52,0.142,0.122,0.19,0.996,0.5900000000000001,0.004,1.0,2.074314647076178e-05
BnxSe7m6CKo,UCi9mzS8H-ez_30w5SCL2dmw,JREKML,1210000.0,,,,,,,,,,,,,,,,,,,6.827952379959086e-05
BpTl3Yod3_E,UCZfYUKBwN396zj6I3DA2k0A,TripTips Podcast,59800.0,,,,,,,,,,,,,,,,,,,0.0005462361903967269
BppgvPJZMlA,UCHza0GAxOvBOeLKkMeL8EcQ,Ken Abroad,510000.0,1.57,0.0,0.41,0.0,1.02,1.52,0.0,0.47,0.72,0.14,0.43,0.0,0.56,0.0,1.75,0.0,0.39,1.0,0.00012138582008816153
BrsEZY7wU8Q,UCTL128JylZO50B0MqbUuhSw,EL's Planet,232000.0,,,,,,,,,,,,,,,,,,,0.0002341012244557401
Bta_XWrA5lA,UC1712XEXMIRQW1-spPVK0Ng,Travis Kraft,597000.0,0.165,0.065,0.0,0.01,1.355,0.63,0.0,1.46,2.12,0.785,0.16,0.035,0.355,0.025,1.165,0.51,0.04,0.0,0.0002979470129436692
BtcnosuTnTQ,UC952h9ohW-2w_g0TMrVNgMw,Tater Travels,34200.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
BulWyYdhpFE,UC-1ZY8bY46rX3ySgG3Qyn3g,Dany Dev,428000.0,0.06,0.0,2.23,0.0,1.49,2.6,0.83,0.5,1.56,0.83,0.0,0.0,1.04,0.27,1.52,0.32,0.25,0.0,0.0005462361903967269
Bv0XZHD98ss,UCU03NklypYW1AAIoNE2Vh1g,Jeanelleats,1900000.0,0.6,1.04,0.04,1.72,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.55,0.0,0.0,0.16,0.5,0.0,1.0,0.0002341012244557401
BvBMOeOwm0E,UC25HBOBYfc-scqCQcyYKVNw,Lifey,248000.0,,,,,,,,,,,,,,,,,,,0.00040967714279754517
BvIL0PWj5_A,UCAW9e0pCUr2XZQ6hCLe2ifA,Tarsier TV,4410.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
By01--dvtXk,UChOfNDlXR6XueB8IxMxeqBw,Chuckie's Kitchen,204000.0,,,,,,,,,,,,,,,,,,,0.0004682024489114802
C-LeFb0JS8k,UCPNBc7ZRwmgk1I6j_lenAfw,The Love Train Nation,23900.0,0.0,0.0,0.0,0.0,2.56,0.55,1.36,1.62,2.43,1.97,0.0,1.21,0.82,0.66,0.05,0.32,0.02,0.0,0.00010924723807934537
C0AChELLyRA,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,5200000.0,,,,,,,,,,,,,,,,,,,0.0004682024489114802
C1EwhDGdv14,UCyEd6QBSgat5kkC6svyjudA,Mark Wiens,11400000.0,0.51,0.24,0.0,0.67,0.0,0.0,0.0,0.0,0.63,0.0,0.1,0.0,0.0,0.0,1.63,1.07,0.0,1.0,0.00032774171423803616
C1ME3ETxuls,UCz7de9Fiw39yRnLDEUCXBEw,WolfNnyl,11900.0,1.88,0.27,0.85,0.99,0.57,1.93,0.0,0.0,0.41,0.03,0.71,1.4,0.48,0.12,0.0,0.0,0.42,1.0,0.0016387085711901807
C1cxvd_OrO4,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
C31hAJIFMdM,UC_nGEYgqzTuyFbHCZELMC2w,Merryjuj,11400.0,,,,,,,,,,,,,,,,,,,0.00011301438422001247
C7JiTweF3xY,UC0NGOXcSHs4Jq6FDpIYWkJA,Życie na Filipinach - Rafał Baran,73600.0,0.0,0.4,0.0,0.0,0.0,0.36,0.4,0.75,0.0,1.16,0.63,1.22,0.66,0.03,0.22,1.12,0.0,1.0,0.0006554834284760723
C8O7aUkka4o,UC3gaj-0tlmz-1G6foK3E5hw,Мэри Джейн Филиппинка,200000.0,0.49,0.95,2.01,1.02,1.26,2.09,2.02,1.17,0.0,0.76,0.56,0.0,0.49,0.0,3.23,0.9,0.0,0.0,0.0008193542855950903
CBmNk9pSsy4,UCnHvT1RSRloq0xYAB8Q6_4g,DoktAURA,599000.0,0.42,0.48,0.0,0.0,0.42,0.0,0.0,1.03,1.9,0.84,0.0,0.0,0.4,0.0,2.53,1.15,0.0,0.0,0.0016387085711901807
CDjZrY9CrNI,UCWjSwkIn2gGgETcZZYaO-6g,RETIRING IN PARADISE,17000.0,1.47,0.22,0.25,0.635,0.505,1.51,0.0,1.045,0.425,0.0,1.43,0.435,0.635,0.265,0.0,0.0,0.185,1.0,8.62478195363253e-05
CEc6TTW1Cpo,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
CEfyMNrHkMs,UCZ1OXjyMDPokR8xOJqCv05g,Matt and Danielle | CouplesQuest_,21100.0,0.94,0.0,0.375,0.755,1.165,0.0,0.125,1.98,2.015,1.445,0.0,0.0,0.21,0.0,1.415,0.0,0.0849999999999999,0.0,0.0005462361903967269
CEgX0pTie7Q,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,265000.0,,,,,,,,,,,,,,,,,,,5.462361903967269e-05
CGMqEa3Q2ns,UCKLlmM881k4QZN-iUAFIQfw,Susie in the Philippines,128000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
CHCTHOi4ggk,UCCgVh36x3hbuRnHMpwl443Q,Music Game News,1210000.0,0.5233333333333333,0.3333333333333333,0.2133333333333333,0.35,0.22,0.37,0.0966666666666666,0.5533333333333333,0.66,1.0166666666666666,0.0,0.1966666666666666,0.1533333333333333,0.0,0.9433333333333332,0.9466666666666668,0.6366666666666667,1.0,8.193542855950904e-05
CI12BF_pW34,UC1PwIaB8KklVK5iZqbtZErA,Flying Kell,205000.0,2.02,2.23,0.57,3.63,0.36,0.0,0.0,0.99,1.02,0.52,0.51,0.88,0.0,0.17,0.64,0.0,1.05,2.0,0.0002521090109523355
CI8PSPP9vlE,UCIpnQnRBlaNqDa-Di0DsHyw,Tengkers World [PHIL-KOR Family],202000.0,0.45,0.205,0.06,0.565,0.0,0.0,0.4,1.18,0.795,0.62,0.715,1.3,0.32,1.95,0.37,0.34,0.0,1.0,0.0005462361903967269
CIvsSPNAzGg,UCZ4hZoV-OOUo14Qm7aQE6zA,Travellight (Jordan Taylor),674000.0,0.27,0.56,0.0,1.29,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.19,0.08,0.16,0.68,1.0,0.0016387085711901807
CIzI1u5i8B8,UCFlBzAKy6NLK_q8eONXE-kg,Mister Shin,52300.0,0.83,0.58,0.0,0.0,2.37,1.09,0.79,2.1,2.17,0.28,1.18,0.0,0.23,0.0,2.49,1.4,0.77,0.0,0.0010924723807934538
CKPXaDT-8ps,UCMJlGrPk73l9U6qahc8D_gA,Randy Santel,1790000.0,,,,,,,,,,,,,,,,,,,0.0005462361903967269
CMnFoW7jj94,UCYr4VTQfBpXrccQw_H2S8RA,JUICY REACTS,318000.0,1.064,0.258,0.844,0.716,0.024,0.182,0.2279999999999999,0.842,0.2299999999999999,0.398,0.912,1.086,0.6459999999999999,0.0,1.156,0.818,0.292,1.0,0.00012138582008816153
CNYDgMMKf58,UCzx36kqBqXsl6kSEkpQbwCw,Simple Street Interview,9230.0,,,,,,,,,,,,,,,,,,,0.0005462361903967269
CO1pMhYZZcw,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,1.1183333333333334,0.955,0.785,1.8016666666666667,0.36,1.11,0.1983333333333333,0.3433333333333333,0.415,0.1999999999999999,0.3766666666666666,0.3683333333333333,0.2883333333333333,0.1433333333333333,0.7783333333333333,0.7883333333333334,0.2383333333333333,1.0,2.074314647076178e-05
CO418oACsEk,UCbPHHOiOY_tA9BSytK0jDYw,Beryl Shereshewsky,859000.0,1.19,0.0,0.0,1.93,0.96,0.0,0.0,0.51,1.33,0.99,0.02,0.75,2.0,0.33,0.0,0.0,0.0,1.0,0.00019278924366943303
COMqkO_Q_X4,UC9KKQRHYCn1ZIn5RwlHOq-A,짜취TV,118.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
CP6ijUixGdk,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.3075,0.4499999999999999,0.0,0.8325,0.0,0.2025,0.03,0.0,0.3275,0.3925,0.25,0.0249999999999999,0.3375,0.0,0.1099999999999999,0.0,0.1675,1.0,2.074314647076178e-05
CProayVgLIE,UC24QUYgHDRVPq-CqzDAXDcQ,Rob Wanders,23700.0,0.865,0.0,0.645,1.21,0.175,0.0,0.075,0.955,0.0,1.135,1.715,0.34,0.0,0.545,0.19,1.785,0.0,1.0,0.0008193542855950903
CQ0T7YZI2BM,UCSlVq7Ox6piUTevMEAVXJJw,MR Halal,358000.0,0.6924999999999999,0.375,0.0,0.5825,0.4325,0.7525000000000001,0.0925,0.315,0.49,0.315,0.6725,0.6375,0.8075,0.31,0.5425,0.5525,0.08,1.0,0.0010924723807934538
CQ5YPzimHiw,UCoWQLZoPwn3mJ-oiPrwDpbA,Living abroad,163000.0,,,,,,,,,,,,,,,,,,,6.554834284760723e-05
CT7K5QgpNtg,UCTL128JylZO50B0MqbUuhSw,EL's Planet,232000.0,,,,,,,,,,,,,,,,,,,0.0002341012244557401
CUhaitHEAZE,UCO5Jeark1e_JP36mY3ua19g,The Commodity,98300.0,0.05,0.0,0.38,0.0,0.43,0.58,1.135,0.48,0.195,1.015,1.035,1.96,1.465,0.625,0.295,0.79,0.23,1.0,6.18380592901955e-05
CUlbqob5Njg,UCWU1QFjS3Lil6hm5rdAypxg,Psynergic,32200.0,1.32,0.0,0.47,0.0,0.62,0.0,0.43,0.79,0.7,1.49,0.78,1.04,0.0,0.53,0.0,0.0,1.69,1.0,0.0010924723807934538
CVh4qFE8YiQ,UCQQyW9Ki62OmGzHedws7xlQ,Bianca & Beyond,142000.0,0.51,0.0,0.12,0.0,1.65,3.21,0.78,1.48,0.29,1.89,1.03,1.52,0.0,0.07,0.71,1.54,0.0,0.0,0.00010241928569938629
CVx_BaMGkZk,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,395000.0,,,,,,,,,,,,,,,,,,,0.00011705061222787004
CXDbQA56OQU,UC1SPkZIRegQ1uk48qoPLz5Q,UcieczkaDoRaju,190000.0,0.0,0.0,0.6633333333333334,0.15,1.106666666666667,2.033333333333333,0.4166666666666667,1.28,0.4533333333333333,0.3033333333333333,1.0733333333333333,0.0166666666666666,0.2033333333333333,0.35,0.7399999999999999,0.3833333333333333,0.16,1.0,0.0008193542855950903
C_A_Inyt3BY,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living Our Life Philippines,1240.0,,,,,,,,,,,,,,,,,,,0.00010572313362517294
C_CGOd61JFM,UCky5varhC3PdITfCco7iWbA,ELVIE LINS,3830.0,,,,,,,,,,,,,,,,,,,0.0005462361903967269
C_N1_nJKL5E,UCEjpHDkceZ2lYjnI54t9fmg,Amboy Sa Pinas,10100.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
C__iyWJkjgc,UCcAd5Np7fO8SeejB1FVKcYw,Best Ever Food Review Show,11600000.0,0.0,0.0,0.0,2.12,1.34,1.6,0.0,0.14,0.33,0.0,0.0,0.0,1.26,0.0,3.27,0.0,0.0,1.0,0.0006554834284760723
C_gmkmmtdmk,UCfROmtFIX0dVDpJq1W98Cxg,BOBBY'S ANGELS,1850.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
CdQ1PfaRd7k,UCO5Jeark1e_JP36mY3ua19g,The Commodity,98300.0,0.265,0.0,0.285,1.69,0.655,0.305,0.0,0.535,0.635,0.0,2.8200000000000003,0.865,1.915,0.565,1.475,0.175,0.0,1.0,6.18380592901955e-05
Cf115y5i_sY,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
Cf3Xnr120c0,UCi9mzS8H-ez_30w5SCL2dmw,JREKML,1210000.0,2.825,1.195,0.0,0.28,0.31,2.805,0.0,0.86,1.165,2.5,0.27,0.33,0.045,1.03,1.04,2.805,0.665,2.0,6.827952379959086e-05
CfCIaFiJPBs,UCHza0GAxOvBOeLKkMeL8EcQ,Ken Abroad,510000.0,2.51,0.69,1.09,0.66,1.61,1.32,0.0,1.64,1.97,0.73,0.0,0.0,0.42,0.0,2.54,1.11,0.0,0.0,0.00012138582008816153
CfDQWj3KX20,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
CgPY6UY1Ilg,UCBLepDOut_qiOetyDqLBmKw,Oppa Jinyong,120000.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
CiDrFWQpDJw,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
CiZ3IaGdT1I,UC23SG4XKkSrbhz-bZ2f5Mfw,123JAPAN!,629000.0,,,,,,,,,,,,,,,,,,,0.0002341012244557401
CksMrhlgIc0,UCgYGSGVlws9VF1Z1u4rNPaw,Mantas Gričėnas,462.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
Cl6e7AbnpJY,UCiNCvGzwadWCZIzTUjoApRQ,Daniel Marsh,466000.0,,,,,,,,,,,,,,,,,,,0.00040967714279754517
CmuOLPCplyY,UC3II306xUqkWJjTjQ39VMgw,Yuru Philippines,44200.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
CoqKIUMLLCY,UCgMWh4K-8a8QajV9rtZHZ9A,Filipino Dad Cooks,3830.0,2.08,2.24,0.0,1.915,0.0,0.0,0.02,0.305,0.45,0.8899999999999999,0.545,0.0,0.215,0.0,0.86,0.69,0.0,2.0,0.0010924723807934538
Cq3zZbYD430,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
Ct9V0Tca4go,UCFHhnyA9HGtBxGhtMQ_FEpQ,The Front,540000.0,1.04,0.49,0.31,0.9,0.64,2.47,0.03,0.57,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0008193542855950903
CuLmlHo7Wrk,UCNhX3WQEkraW3VHPyup8jkQ,Langfocus,1520000.0,0.0,0.0,0.11,0.0,1.58,1.3,0.79,0.68,1.7,1.58,0.0,0.79,0.75,0.74,0.0,0.19,0.0,0.0,0.0016387085711901807
CvGutuE0Klg,UCmKNW9ontOlTd_p4Dg51sRQ,Jon Barr,587000.0,1.085,1.425,0.215,0.99,0.635,0.52,0.685,1.155,1.0599999999999998,0.6699999999999999,0.085,0.07,0.0,0.04,1.255,0.785,0.25,2.0,0.0008193542855950903
CxVeCZTZQGQ,UCbn5xzRrAOY9DWJlbyPBsvg,Joel and Emilia,257000.0,1.59,0.0,0.18,3.4,0.64,0.0,0.0,1.01,0.76,0.0,0.0,0.0,0.46,0.0,1.69,0.0,0.0,2.0,0.00040967714279754517
D31_n-pcFTo,UCRrUJKpFAGgA9WVjSWhgk2Q,KIM n LEE,95200.0,1.2,0.5266666666666666,0.75,0.4566666666666667,0.0,0.3966666666666666,0.0966666666666666,0.5233333333333333,0.29,0.35,0.91,0.5566666666666666,0.5,0.0066666666666666,0.5066666666666667,1.0233333333333332,1.0166666666666666,1.0,0.00011301438422001247
D5RIIjDR17s,UCiNCvGzwadWCZIzTUjoApRQ,Daniel Marsh,466000.0,,,,,,,,,,,,,,,,,,,0.00040967714279754517
D5fEwumpUj8,UCoWQLZoPwn3mJ-oiPrwDpbA,Living abroad,163000.0,,,,,,,,,,,,,,,,,,,6.554834284760723e-05
D6Evv3JxZLA,UCzx36kqBqXsl6kSEkpQbwCw,Simple Street Interview,9230.0,,,,,,,,,,,,,,,,,,,0.0005462361903967269
D6WGeXeVhU4,UCNZyLULUQBp5e9Q1cKtvk6Q,CBS New York,1130000.0,0.9,0.0475,1.045,0.77,0.2375,0.335,0.1,0.8375,0.5575,0.3849999999999999,0.5575,0.04,0.585,0.37,0.1699999999999999,0.38,0.055,1.0,0.0006554834284760723
D8xSDEbzAso,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
D97TDV7MoHI,UC1FVueCEU5ORLkWyRpEN0dQ,Visual_mode,5010.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
D9dWntycUtw,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,265000.0,,,,,,,,,,,,,,,,,,,5.462361903967269e-05
DA9_bU3NGbk,UCaLfMkkHhSA_LaCta0BzyhQ,Munchies,5320000.0,1.26,1.29,0.0,0.0,0.35,0.0,0.0,1.01,1.71,1.17,0.0,0.0,0.0,0.0,0.0,0.88,0.62,1.0,0.0004682024489114802
DBpt9uDRdsY,UCxBWeubuZrc8sQE_bXytgUQ,Justin & Alina,138000.0,1.08,0.0,0.0,0.325,1.6149999999999998,0.875,0.4549999999999999,1.335,1.735,0.93,0.35,1.05,0.0,0.105,1.405,0.37,0.63,0.0,0.00013655904759918172
DCpP4sxcDXw,UCLvnKTwSZEnCbTHNnqiivRQ,Dodo Explorers,188000.0,0.74,0.28,0.59,0.155,1.765,1.72,0.48,1.425,1.73,1.05,0.13,0.14,0.24,0.07,1.25,0.525,0.0,0.0,0.00020483857139877258
DEJ_ma-gvsM,UCmz6VlIkVZLuZ_zKDnzYV0g,Travel 2 Where,5030.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
DERY5U0IUAI,UCaGbxfCf3D4pwjR2kXTYhZg,D&J TV,21400.0,,,,,,,,,,,,,,,,,,,0.00040967714279754517
DFWtrZTfyAg,UCuz8KBA9YP2JpaHorBVTp7Q,The Bailey Squad,12700.0,1.37,0.99,0.0,0.0,1.39,2.68,0.12,2.72,2.68,1.29,0.0,0.0,0.41,0.0,2.69,0.36,0.0,0.0,0.00040967714279754517
DFX3IvmoO18,UCfXT2sohC0RuRDBo49ARTuQ,Ay Kaptyur,2580.0,0.3025,0.0441666666666666,0.0516666666666666,0.145,1.1783333333333337,1.3833333333333335,0.3091666666666666,0.8716666666666667,1.5608333333333333,0.9333333333333336,0.0016666666666666,0.0158333333333333,0.2208333333333333,0.06,1.0816666666666668,0.3525,0.1633333333333333,0.0,0.0010924723807934538
DFbN0VZLWKQ,UColnnUYyz7CWjhzpF1kASnw,NOW UNITED,7970000.0,1.204,0.348,1.314,0.678,0.284,0.426,0.268,0.986,0.516,0.7140000000000001,0.65,0.374,0.204,0.192,0.396,0.356,0.422,1.0,0.00019278924366943303
DG-ZLIbE4Xs,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,97800.0,0.0,1.03,0.0,2.88,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,3.6015572993190784e-05
DH1h-2LXSwo,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,265000.0,,,,,,,,,,,,,,,,,,,5.462361903967269e-05
DHNrVmGb_Us,UCl4I_ztLWgW8ybm9M0n1pyg,Nic & Rei,14700.0,0.93,0.79,0.0,0.0,1.13,1.72,0.0,1.19,1.92,0.87,0.0,0.2,0.0,0.09,0.4,0.14,0.75,0.0,0.00010572313362517294
DJNNrntBTjQ,UCKie0svsFyBBsKaQIA4hx-w,American Entrepreneur in the Philippines,9850.0,1.65,0.78,0.34,1.29,1.86,0.85,0.86,3.49,3.12,1.81,0.0,0.0,0.0,0.46,1.86,0.0,0.18,0.0,0.00020483857139877258
DKQHWxeqVCs,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
DLeAso0_RQ0,UC6WCc8tJw_9zU9HZ9mNpmBw,Richards Infinity,70000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
DMbzEAjrQ20,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.3466666666666667,0.3766666666666666,0.2066666666666666,1.2333333333333334,0.0,0.4033333333333333,0.0,0.3533333333333333,0.21,0.16,0.1433333333333333,0.0,0.1366666666666666,0.0,1.6966666666666663,1.35,0.7833333333333333,1.0,2.074314647076178e-05
DMnthFsRufA,UCt9CPuWfS9HgRZmSYpGPFaw,SUCCESS Vlogs,53600.0,,,,,,,,,,,,,,,,,,,0.00027311809519836344
DNCsUcracsY,UCEOsP00dFUPSkLzEf12H3cA,T&A Travel Vlogs,3680.0,,,,,,,,,,,,,,,,,,,0.00036415746026448456
DNn51mMCHf0,UCoNbjiMmQ3c8CdiHu-TaYKw,Philippine Family Life With Leah,39300.0,,,,,,,,,,,,,,,,,,,0.0006554834284760723
DPpVYmLSq4E,UCKLlmM881k4QZN-iUAFIQfw,Susie in the Philippines,128000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
DQt_POpA6iM,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
DQynC2Fjyq4,UCSvaH7DbguYJcp8PHTTv1Zw,Bigg World Cinema,34000.0,0.81,0.0,0.0,0.09,1.125,1.005,0.6950000000000001,1.4249999999999998,1.565,1.035,0.35,0.28,0.43,0.345,1.16,0.245,0.25,0.0,0.00019278924366943303
DRVaUJy89tQ,UCDymC4Cz6qt4xs63WdIEwZw,Matt Criscuolo,61200.0,1.095,0.305,0.0,0.7949999999999999,0.73,0.435,0.295,0.265,0.73,0.0,0.415,0.575,0.265,0.49,0.04,0.74,0.155,1.0,0.0010924723807934538
DRqRuh1qMXw,UCOnj7dA6j1iTFtudrackMag,8 Miles from Home,348000.0,0.7200000000000001,0.1333333333333333,0.4533333333333333,0.7766666666666667,0.58,0.41,0.6433333333333334,0.0533333333333333,0.7333333333333334,0.44,0.1766666666666666,0.3533333333333333,0.1233333333333333,0.1399999999999999,0.5333333333333333,0.9033333333333332,0.1733333333333333,1.0,0.00036415746026448456
DTFjxRiXnW0,UChIGU8b4l5cj6i5D9REsqdg,YouTube Fanfest ,4880000.0,2.13,0.18,0.515,0.145,0.0,0.0,0.085,0.16,0.625,1.035,0.255,0.045,0.255,0.0,0.0,0.0,0.06,1.0,0.0006554834284760723
DT_R3PqXKi8,UCNMCLJlFSqiUb1EnXII3zhQ,Harees Ameerali - Royal Sky Holidays,986000.0,1.2300000000000002,0.0633333333333333,0.2333333333333333,0.32,0.7433333333333333,0.52,0.1433333333333333,0.7866666666666667,0.9566666666666668,0.6900000000000001,0.4233333333333333,0.35,0.8466666666666667,0.3766666666666667,0.6166666666666667,0.1366666666666666,0.0,1.0,0.00036415746026448456
DTcQGJh0vSQ,UCeguYg1beQ9CiAh8SYyh4jQ,Eileen Aldis,132000.0,1.76,1.55,1.69,0.12,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.68,0.0,2.0,0.0006554834284760723
DUxM2nWpz5A,UCKd9gq6eJCV7j5FO75q2_Fg,Frank,23800.0,,,,,,,,,,,,,,,,,,,0.0002979470129436692
DVUqMQBcmn8,UCqCI4i-mZ4Cu6Kr8emMaf1A,RYU JAPAN,134000.0,,,,,,,,,,,,,,,,,,,0.00027311809519836344
DYrwSmgq9Xc,UCLNoXf8gq6vhwsrYp-l0J-Q,Xiaomanyc 小马在纽约,6770000.0,0.4679999999999999,0.0,0.144,0.29,0.588,0.7579999999999999,0.2759999999999999,1.386,0.8799999999999999,0.624,0.926,0.612,0.738,0.502,0.624,1.006,0.262,1.0,0.00021849447615869075
DdEar3F-bQ4,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,118000.0,0.8,1.3225000000000002,0.0,0.5475,1.1725,0.5325,0.0875,0.62,2.215,0.9925,0.0,0.0,0.38,0.0,2.395,0.495,0.6625,0.0,0.0005462361903967269
Ddc0AqAnPP0,UCt9CPuWfS9HgRZmSYpGPFaw,SUCCESS Vlogs,53600.0,,,,,,,,,,,,,,,,,,,0.00027311809519836344
DhM-lafHvTs,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.7966666666666667,0.2733333333333334,0.7883333333333332,0.925,0.4466666666666667,1.025,0.345,1.038333333333333,0.5816666666666667,0.445,0.235,0.0783333333333333,0.2116666666666666,0.0966666666666666,1.3,0.8450000000000001,0.2883333333333333,1.0,2.074314647076178e-05
DhpouIFVLIU,UCqzenWalu3AvaKaG51ZFEBA,all about JeRe,217.0,1.1,0.0,2.3,0.0,1.7,0.93,0.0,1.83,1.87,0.77,0.0,0.13,0.0,0.0,0.39,0.0,2.94,0.0,0.0016387085711901807
DiYTTHUchMc,UCUnnIlmSRnqu_iuh9v5CjSA,Nicca Wanderlust,7510.0,1.13,0.0,1.05,0.98,0.0,0.0,0.0,0.46,0.0,1.0,0.52,0.69,0.29,0.0,0.0,0.0,0.0,1.0,0.0016387085711901807
Dj4S9eV01-k,UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,1140000.0,,,,,,,,,,,,,,,,,,,0.0001560674829704934
DjUfn_34WjY,UCNDk_kGqNSg60VNnzSeym_g,Chai Travel,95300.0,1.06,0.0,1.11,1.43,0.0,2.9,0.21,0.16,0.0,0.09,0.79,0.0,1.59,0.36,1.57,2.13,0.0,1.0,0.00040967714279754517
Dl8-_rRDfgE,UCYmFKw7swKPJiaMloRmptHw,WSJ Podcasts,142000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
DlgVulo8lAA,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,97800.0,0.81,1.4,0.51,0.74,1.46,2.16,2.45,1.86,1.34,0.0,0.02,0.26,0.0,1.32,1.95,0.0,0.0,0.0,3.6015572993190784e-05
