Cluster,Total_Videos,Unique_Channels,Weighted_Mean_Subscriber Count,Weighted_Mean_AU01_r,Weighted_Mean_AU02_r,Weighted_Mean_AU04_r,Weighted_Mean_AU05_r,Weighted_Mean_AU06_r,Weighted_Mean_AU07_r,Weighted_Mean_AU09_r,Weighted_Mean_AU10_r,Weighted_Mean_AU12_r,Weighted_Mean_AU14_r,Weighted_Mean_AU15_r,Weighted_Mean_AU17_r,Weighted_Mean_AU20_r,Weighted_Mean_AU23_r,Weighted_Mean_AU25_r,Weighted_Mean_AU26_r,Weighted_Mean_AU45_r
0.0,718,304,654817.7508022722,0.6120533126473517,0.2805940140597604,0.35754981154135174,0.38787078197787445,1.6400260555215935,1.494361655581225,0.5324547654227324,1.6091067679524267,1.9602683951481086,1.1835143210951486,0.2259469903266831,0.16159803674473963,0.41138285758920573,0.1723919070286034,1.7937113726026268,0.5006429310869694,0.348650088317753
1.0,1320,462,896777.4304449925,0.737460789498481,0.26097187658522514,0.45306008763812405,0.7301951046658706,0.44112816409377825,0.6982010006749854,0.3464346581546779,0.6330426786275439,0.5414551838566928,0.503852394987957,0.5849477765595537,0.43905296596598603,0.4069610766189857,0.20876265724611773,0.5650461475696854,0.5112311201468173,0.21146475734066364
2.0,281,162,,,,,,,,,,,,,,,,,,
