Video_ID,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster
VPrX23ORDaQ,1.185,0.0,1.28,0.465,0.09,1.36,0.0,0.185,0.0,0.59,0.125,0.835,0.0,0.17,0.615,1.075,0.25,1
VPzTvF8UdcM,1.4966666666666668,0.53,0.6433333333333333,0.7433333333333333,1.1833333333333331,0.5633333333333334,0.4066666666666667,0.8166666666666668,1.4933333333333334,1.0833333333333333,0.0433333333333333,0.2166666666666666,0.1533333333333333,0.1266666666666666,1.04,0.5033333333333333,0.1933333333333333,1
VQDYf9EfMwI,0.3833333333333333,0.03,0.24,0.3733333333333333,1.16,0.9566666666666668,0.41,1.8533333333333333,1.88,0.3133333333333333,0.0,0.0,0.1899999999999999,0.0,1.7366666666666666,0.6133333333333333,0.2633333333333333,0
VRswO3n1d40,1.605,1.485,0.0,0.25,1.45,1.31,0.315,0.92,2.405,1.355,0.0,0.34,0.5800000000000001,0.0,1.43,0.0,0.045,0
VS9PU8NW6jg,0.4971428571428571,0.2214285714285714,0.5585714285714286,1.1728571428571428,0.2842857142857143,0.36,0.1514285714285714,0.7614285714285715,0.59,0.0857142857142857,0.2814285714285714,0.11,0.1814285714285714,0.0,0.7414285714285714,0.3028571428571429,0.0,1
VUg23n16wuU,1.325,0.0,0.8500000000000001,0.1525,0.49,0.305,0.3,0.97,0.5475,1.0625,0.5475,1.215,0.2075,0.43,0.245,0.48,0.0025,1
VVJsDz-omC0,0.8547058823529411,0.2476470588235294,0.3747058823529411,0.9047058823529412,0.1917647058823529,0.2558823529411764,0.5117647058823529,0.8711764705882353,0.4164705882352941,0.6305882352941177,0.6964705882352941,1.0364705882352945,0.3952941176470588,0.198235294117647,0.2723529411764706,0.6158823529411764,0.1188235294117647,1
VW1fCBRUBYk,0.5,0.0,0.1475,0.4625,0.235,0.5675,0.37,0.425,0.115,0.2975,0.15,0.395,0.8475,0.295,0.0125,0.26,0.0,1
VX3AgEC1JJ0,0.73,0.2133333333333333,0.5733333333333334,0.1466666666666666,0.48,0.5866666666666667,0.3033333333333333,0.47,0.84,0.5766666666666667,1.31,0.4633333333333334,0.3766666666666666,0.5733333333333334,0.6266666666666667,0.0333333333333333,0.2633333333333333,1
VXWFdonv_-Q,0.295,0.42,0.0,0.325,1.1,1.315,0.0,0.87,2.52,1.555,0.0,0.235,0.0,0.015,1.43,0.14,0.195,0
VbOmWcb5_B0,1.17,1.22,0.5,0.29,1.37,0.0,0.89,1.72,2.58,0.8,0.0,0.0,0.0,0.3,3.33,0.56,0.0,0
VccHOpKy06Q,2.28,0.72,0.66,0.19,0.87,0.0,0.0,0.0,0.0,0.0,0.69,0.13,0.0,0.01,0.82,0.31,0.0,1
Ve2u-FIEzgY,0.235,0.0,0.3375,0.10875,1.04625,1.5575,0.66125,0.55625,1.15,0.47125,0.12125,0.0,0.9625,0.07,0.99375,0.32875,0.045,1
ViKahoBCRcw,2.1866666666666665,1.1466666666666667,0.3799999999999999,0.3233333333333333,0.36,1.0033333333333332,0.0733333333333333,0.0,0.2533333333333333,0.4133333333333333,0.5066666666666667,0.9666666666666668,0.2833333333333333,0.0,1.1933333333333334,0.3766666666666666,0.1133333333333333,2
VlDzJIgBk4w,1.73,0.95,1.7,0.64,0.0,0.0,0.0,1.22,0.0,0.57,0.84,0.26,0.27,0.0,0.0,1.08,0.0,1
Vl_ApxUIAmE,0.07,0.0,0.7,0.0,0.53,0.3,0.97,1.08,0.0,0.0,1.56,0.61,0.58,0.0,0.0,0.0,0.29,1
VmO94k6De_k,1.6949999999999998,0.0,0.635,0.97,2.675,3.29,1.56,1.86,2.115,0.63,0.335,0.0,0.62,0.0,1.73,0.21,0.0,0
VoUdWRHkDwA,0.02,0.0,0.0,0.55,1.91,2.99,0.9,1.72,1.3,2.58,0.53,0.0,1.85,0.62,2.75,2.24,0.0,0
VvSHdSdi2vY,0.2229411764705882,0.1111764705882353,0.1917647058823529,0.2358823529411764,1.724705882352941,1.6247058823529412,0.8870588235294118,1.1223529411764706,1.575294117647059,1.214705882352941,0.3435294117647058,0.1852941176470588,0.3047058823529411,0.1358823529411764,0.973529411764706,0.2194117647058824,0.1547058823529411,0
VwWCkl-CglI,0.5366666666666667,0.2033333333333333,1.04,0.4866666666666666,1.1833333333333331,2.0,0.69,1.41,1.1566666666666667,1.72,0.3966666666666666,0.6333333333333333,0.43,0.1433333333333333,1.05,0.6766666666666667,0.5833333333333334,0
Vx0TqLbcVpc,0.395,0.0,0.0,0.065,2.155,1.795,0.3299999999999999,2.54,2.36,0.25,0.1,0.17,0.0,0.045,1.97,1.205,0.3,0
Vy12l-WwqlQ,0.35,0.0,0.8375,0.26,0.4025,0.4875,0.625,0.59,0.8674999999999999,0.33,0.3225,0.0,0.2475,0.0,0.9525,0.25,0.7725,1
W0XKBx8rEHI,0.8383333333333333,0.135,0.3333333333333333,0.3016666666666667,1.02,0.8483333333333333,0.465,1.2366666666666666,1.3266666666666669,0.6766666666666666,0.08,0.0666666666666666,0.165,0.02,0.995,0.2866666666666667,0.1633333333333333,0
W2FP5LKON34,1.98,0.3,0.6,1.42,1.24,2.68,0.0,0.94,1.11,0.0,1.14,0.52,1.3,0.0,0.0,0.0,0.0,1
W35rxGezBgQ,0.0,0.0,0.19,0.61,0.02,0.0,0.81,0.51,0.52,0.05,0.84,0.98,0.0,0.63,0.39,0.0,0.0,1
W6KsUlgANow,0.3441666666666667,0.0491666666666666,0.0941666666666666,0.2516666666666666,0.635,0.7533333333333333,0.2966666666666667,0.4933333333333332,0.645,0.5266666666666667,0.0483333333333333,0.1775,0.6966666666666667,0.2658333333333333,0.3858333333333333,0.4925,0.1608333333333333,1
W6OXvnrq5fA,1.4,0.61,0.0,0.78,0.0,0.25,0.03,0.65,0.0,0.0,0.96,1.03,0.58,0.0,0.0,0.0,0.0,1
W7D9L49Ez-U,1.79,2.28,0.41,2.08,0.54,0.155,0.0,0.835,1.59,0.06,0.0,0.0,0.0,0.095,1.85,0.53,0.0,2
W7I3qmSf9NI,0.8792857142857143,0.2792857142857143,0.2842857142857143,0.78,0.3978571428571428,0.47,0.1228571428571428,0.7685714285714286,0.4871428571428571,0.6985714285714285,0.6364285714285715,0.3314285714285714,0.1571428571428571,0.2057142857142857,0.6050000000000001,0.7428571428571429,0.1821428571428571,1
W7Uxblb_Sxg,0.29,0.0,0.1333333333333333,0.6833333333333332,0.7566666666666667,0.2699999999999999,0.2533333333333333,1.03,0.9366666666666666,0.3133333333333333,0.73,1.0433333333333332,0.29,0.2799999999999999,1.2466666666666666,0.3666666666666667,0.4666666666666667,1
W9OyX8n8cRk,1.76,0.52,0.0,0.02,1.08,0.0,0.0,0.82,1.77,0.84,0.0,0.0,0.0,0.0,2.27,0.14,0.23,0
W9a4a1WXAuM,0.04,0.0,0.86,0.1,2.7,1.85,1.36,2.98,2.97,1.77,0.0,0.0,0.0,0.0,2.97,0.91,0.0,0
WCsNRqG0PIM,1.23,0.0,0.15,0.0,0.78,0.23,1.24,0.79,1.47,1.15,0.06,0.67,0.0,0.99,0.0,0.54,0.0,1
WHhcj9jYdL8,0.185,0.0,0.215,0.14,0.315,0.21,0.7999999999999999,0.295,0.025,1.28,0.995,1.075,1.13,0.0,0.0,0.76,0.11,1
WI-TR7Ljjas,1.255,0.6699999999999999,1.665,2.6950000000000003,0.16,0.375,0.0,0.5,0.365,0.44,0.74,0.3,0.89,0.0,0.57,0.235,1.055,1
WJSH3isKuoA,1.356666666666667,1.68,0.2166666666666666,1.6866666666666663,0.02,0.0,0.06,0.1099999999999999,0.0233333333333333,0.0,0.52,0.2799999999999999,0.1433333333333333,0.0233333333333333,1.2933333333333334,0.7400000000000001,0.0,2
WL89vihzjjk,0.72375,0.30625,0.7875,0.92375,0.6799999999999999,0.85125,0.3825,0.62,0.7725,0.315,0.4,0.55,0.1425,0.1962499999999999,0.67625,0.435,0.40875,1
WPW7Xsq8toA,0.0,0.0,3.26,0.0,0.52,2.49,2.07,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.62,0.0,1
WQIFuWt7KzM,0.36,0.0,1.3199999999999998,0.205,0.155,0.985,0.075,0.685,0.0,0.6,0.62,0.675,0.04,0.0,0.75,0.0,0.02,1
WQdhMmfJAoc,0.2249999999999999,0.15,0.4,1.93,0.285,0.0,0.495,0.58,0.0,0.0,0.725,0.625,0.0,0.0,0.0,0.8600000000000001,0.04,1
WRHwXkLghAQ,0.445,0.0,1.06,0.03,0.73,2.005,0.53,0.01,0.73,0.555,1.13,2.275,2.545,1.085,0.33,0.185,0.825,1
WS8eYFLtwSY,0.0,0.0,0.705,0.455,1.82,0.615,1.0,1.505,1.215,1.975,1.185,0.54,0.08,0.19,0.66,0.465,0.0,0
WUfRtk1F6ps,0.0,0.0,1.135,0.0,1.855,1.805,1.645,0.53,1.22,1.36,0.455,0.0,1.1949999999999998,0.55,0.41,0.235,0.175,0
WWyZKkQecY4,0.474,0.0,0.19,0.3,1.31,1.006,0.072,0.5820000000000001,1.6,2.054,0.24,0.094,0.7,0.146,0.984,0.096,0.192,0
WX0t13vt5h4,0.8375,0.1675,0.6975,0.4725,0.1925,0.5675,0.1125,0.83,0.025,0.225,0.69,1.4125,0.2825,0.17,0.4625,0.3225,0.115,1
Wb74SmzO0Hg,1.79,0.57,0.0,1.22,0.0,0.0,0.0,0.15,0.05,0.0,1.29,0.0,0.0,0.0,0.13,0.0,0.0,1
Wfjhdicwj60,0.0,0.0,2.26,0.0,0.71,1.13,1.01,0.08,0.0,0.41,0.29,0.0,0.0,0.0,0.65,0.31,2.04,1
WhqgEcnZCFI,2.46,0.43,0.63,1.63,1.1,3.0,0.0,0.49,0.88,0.0,1.19,0.19,0.32,0.0,0.0,0.0,0.01,1
WiwntzOmL8s,0.8466666666666667,0.1566666666666666,0.84,1.0466666666666666,0.1566666666666666,1.32,0.4266666666666667,0.1399999999999999,0.0,0.1366666666666666,2.0466666666666664,1.7433333333333334,1.6666666666666667,0.2666666666666666,0.0,0.3,0.4766666666666666,1
WkRpk4bxUIc,0.14,0.0,0.48,0.25,2.58,3.05,1.04,1.92,3.14,1.13,0.0,0.0,0.51,0.64,3.15,0.06,0.1,0
WlMShsAZcvc,0.18,0.0,0.41,1.03,0.6225,1.1925,0.7525,0.6225,0.3899999999999999,0.6525,0.6575,0.02,0.745,0.0,1.0499999999999998,0.4525,0.0,1
WlQiV5soGOs,0.9975,1.335,0.0,1.1625,1.0775,0.9625,0.4975,0.9425,1.42,0.76,0.0925,0.0,0.085,0.0425,1.7425,0.0975,0.065,0
Wmthd_tHH8E,0.5833333333333334,0.2166666666666666,0.4733333333333334,0.51,0.0,0.4333333333333333,0.2599999999999999,0.42,0.2566666666666666,0.0,0.0966666666666666,0.0,0.0166666666666666,0.0733333333333333,0.2733333333333333,0.4633333333333334,0.0033333333333333,1
Wnc6d-DQpNs,1.735,1.195,0.105,0.96,0.37,0.67,0.56,1.01,0.7,0.425,0.275,0.485,0.0,0.405,1.515,0.56,0.37,2
WnlivU5fYD4,1.9466666666666663,2.776666666666667,0.0,1.2433333333333334,0.0,0.0,0.22,0.1233333333333333,0.7866666666666666,0.26,0.0,0.27,0.25,0.0699999999999999,0.41,0.4666666666666666,0.04,2
Wr1PRU25AE0,0.17,0.86,0.0,0.16,0.0,0.0,0.0,0.09,0.0,0.21,0.13,1.56,0.0,0.67,0.05,0.58,0.63,1
Wst4kBA9jnQ,0.4183333333333334,0.1983333333333333,0.4916666666666667,0.58,0.0666666666666666,0.4783333333333333,0.5583333333333333,0.3383333333333333,0.3733333333333333,0.0783333333333333,0.2366666666666666,0.29,0.62,0.13,0.0,0.0883333333333333,0.0533333333333333,1
Wv7VO6sSQzM,1.21,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.4,0.0,0.26,0.0,0.0,0.0,0.66,0.0,0.0,1
Wx-K2LXrxxM,0.1875,0.0,0.8075,0.2225,0.19,0.5225,0.6074999999999999,0.4575,0.1575,0.26,0.5825,0.9825,0.7475,0.055,0.035,0.2049999999999999,0.1649999999999999,1
WxudL917gkA,0.125,0.0,0.085,1.625,0.37,1.12,0.0,0.23,0.0,0.21,0.71,0.0,0.0,0.0,1.56,1.52,0.235,1
Wyu0OCB7dn4,0.286,0.01,0.0,0.5900000000000001,0.68,0.186,0.4939999999999999,0.622,0.572,0.346,0.316,0.8539999999999999,0.182,0.406,0.142,0.13,0.112,1
X3csbe8mZnY,0.19,0.0,1.78,0.0,0.2,1.74,0.38,0.28,0.0,0.0,1.03,0.0,2.43,0.0,1.42,0.77,1.51,1
X6qNGn3QxTU,1.136,0.054,0.0819999999999999,1.2120000000000002,1.292,0.784,0.102,1.33,1.44,1.29,0.12,0.346,1.002,0.296,1.202,0.348,0.2299999999999999,0
X7QwsSVQKD4,0.45,0.505,0.955,0.61,0.605,0.835,0.24,0.795,0.965,0.77,0.665,0.11,0.59,0.0,0.875,0.64,1.135,1
X8n3RZ9pjYo,0.6625,0.12,0.1949999999999999,0.3175,0.6425,0.5575,0.2175,1.105,0.8099999999999999,0.5700000000000001,0.6025,0.35,0.5475,0.1025,0.645,0.0025,0.0,1
XAOsZHe93LQ,0.235,0.12,0.0,0.0,0.965,0.485,0.0,0.165,1.96,0.0,0.0,0.53,0.0,0.015,1.345,0.0,0.56,1
XAWlVODAJ5s,1.1257142857142857,0.4771428571428571,0.4014285714285714,0.9214285714285716,0.65,0.6728571428571428,0.2628571428571428,0.7557142857142857,0.7657142857142858,0.2442857142857142,0.1571428571428571,0.21,0.58,0.2042857142857142,0.9871428571428572,0.2514285714285714,0.31,1
XBYoFIvcMfo,1.3,1.8166666666666669,0.2433333333333333,0.6233333333333334,0.1666666666666666,0.3066666666666667,0.0,0.46,0.3766666666666667,0.7966666666666665,0.34,0.3633333333333333,0.1866666666666666,0.0,0.6766666666666667,0.3633333333333333,0.13,2
XCDR6eJpc0M,1.835,2.31,0.0,3.5,0.595,0.6,0.0,1.065,1.41,1.02,0.05,0.0,0.0,0.0,2.0,0.73,0.04,2
XCnOh8Vp4fA,1.89,0.21,0.0,0.33,0.74,0.0,0.69,1.82,0.91,0.76,1.18,0.0,0.0,0.0,1.99,1.03,0.0,1
XF3-hRlrfNQ,0.45,0.26,0.0,2.64,0.41,0.0,0.69,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.72,0.0,1.51,1
XGxXwtHmpK4,0.0,0.0,0.344,0.284,0.148,1.276,0.4979999999999999,0.2619999999999999,0.354,0.414,0.2339999999999999,0.212,0.446,0.214,0.2719999999999999,0.244,0.52,1
XHgxISMPs5M,1.59,1.41,0.0,0.0,0.0,0.35,0.13,1.77,0.0,0.0,0.99,1.28,0.67,0.0,1.07,0.52,1.29,1
XI0AsIl2bZ0,1.17,0.0,0.26,0.27,1.215,2.035,0.79,1.485,0.945,0.725,0.09,0.0,0.01,0.34,1.105,0.27,0.165,0
XIMQ5o2to_s,0.432,0.0,0.564,0.432,0.5740000000000001,0.922,0.416,0.974,0.94,0.648,0.136,0.1139999999999999,0.568,0.032,1.26,0.104,0.142,1
XKOs_p60BHs,0.7766666666666667,0.4116666666666667,0.1433333333333333,1.08,0.0,0.0,0.0,0.2883333333333333,0.1433333333333333,0.4049999999999999,0.005,0.0,0.1266666666666666,0.035,0.9433333333333334,1.3216666666666663,0.0,1
XMPOW5DS71Q,0.73,0.62,0.0,0.0,1.26,1.93,0.0,1.22,1.99,0.94,0.0,0.29,0.03,0.26,0.4,0.56,0.54,0
XMfnDnulMLo,0.0,0.0,0.0,0.0,1.47,2.25,0.09,2.61,2.59,0.01,0.0,0.0,0.24,0.0,2.33,0.88,0.0,0
XONfKXDAtAA,0.81,0.3066666666666667,0.2066666666666667,0.1566666666666666,1.836666666666667,0.9233333333333332,0.7666666666666667,1.8833333333333333,2.48,1.5566666666666666,0.0833333333333333,0.0833333333333333,0.4166666666666667,0.3233333333333333,2.21,0.0,0.5800000000000001,0
XOwJsnCILhw,0.81,0.53,0.0,0.0,1.2,1.84,0.0,1.08,2.07,0.98,0.0,0.07,0.0,0.12,0.24,0.05,0.52,0
XUqomp-z5T8,1.32,1.17,0.0,1.01,1.48,1.03,0.0,1.8,2.2,1.05,0.0,0.0,0.0,0.0,3.16,0.49,0.0,0
XdmzMZkk0co,1.66,0.2,0.0,2.51,0.48,1.47,0.0,0.0,0.82,0.0,0.0,1.88,0.0,0.55,0.0,0.0,0.02,1
XfHV3FHwMI8,0.43,0.0,0.51,1.4,0.0,0.49,0.24,1.23,0.0,0.0,0.0,0.14,0.81,0.13,0.89,0.0,0.64,1
XfagDObAdLk,0.69,0.7266666666666667,0.2666666666666666,0.94,0.8633333333333333,1.0633333333333332,0.4866666666666666,1.5266666666666666,1.22,0.8133333333333334,0.2366666666666667,0.02,0.69,0.0133333333333333,1.2133333333333332,0.7133333333333334,0.0366666666666666,0
Xfz_kglF6ZU,1.375,0.365,1.45,0.845,1.5750000000000002,1.85,0.215,1.845,1.57,2.635,0.97,0.315,0.0,0.845,2.445,0.585,0.395,0
Xg7V4R6oiNg,1.97,0.0,0.3,0.0,0.24,0.44,0.0,1.91,0.0,0.0,1.44,0.37,0.24,0.0,1.05,0.0,0.36,1
XiAeP_bcYvk,1.2,0.12,1.085,0.5800000000000001,0.0,0.6950000000000001,0.0,1.215,0.895,0.0,0.325,0.04,0.15,0.0,1.5299999999999998,1.255,0.395,1
Xiy9sQRt6Lw,1.15,2.0,0.0,2.11,0.0,0.0,0.0,0.2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2
XlooH2CLTIk,0.48,0.69,0.0,0.84,1.3199999999999998,1.125,0.48,1.26,1.965,0.93,0.45,0.535,0.0,0.0,1.945,1.225,0.04,0
XndDPtkXmTs,0.1,0.0,0.0,0.0,1.84,0.32,0.2,1.54,1.41,1.4,0.06,0.31,0.0,0.0,0.0,0.0,0.56,0
XoXF-xXxTIQ,1.16,0.0,1.75,0.0,0.55,0.0,0.49,0.0,0.16,1.32,0.0,0.0,0.0,0.0,1.24,1.93,1.48,1
XpgFSSrUoro,0.6475,0.07,0.3725,0.5625,0.32,0.59,0.3675,0.38,0.245,0.0,0.435,0.47,0.395,0.11,0.5,0.3775,0.0,1
XqQ6QqWzQ7U,1.235,0.475,0.0,0.515,0.23,0.0,0.29,1.105,0.26,0.965,0.555,1.04,0.0,0.355,0.15,1.08,0.0,1
XuAR0zlllaM,1.78,2.065,0.0,2.545,0.95,0.5,0.04,0.655,1.225,1.01,0.0,0.0,0.0,0.145,1.99,0.78,0.105,2
XvUxJAtnxwQ,0.93,0.0,0.0,0.0,2.96,4.29,1.12,1.71,2.7,0.72,0.03,0.0,0.82,0.32,2.24,0.72,0.64,0
Y11ih1OEszY,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.3,0.0,0.0,1.14,0.0,1
Y1zJSJiK2Mk,1.09,1.125,0.38,0.745,1.625,1.09,0.18,2.07,2.205,0.49,0.16,0.35,0.0,0.085,2.105,0.6950000000000001,1.45,0
Y2VvAiXtP_Y,0.68,0.76,0.0,0.0,1.21,2.12,0.0,1.12,1.97,1.02,0.0,0.29,0.18,0.11,0.38,0.0,0.7,0
Y3GdJZiemDk,0.7300000000000001,0.0,0.128,0.436,0.542,0.826,0.2279999999999999,0.208,1.082,0.682,0.09,0.0,0.648,0.12,0.558,0.536,0.018,1
Y3XKpz8C_bM,0.43,0.0,1.25,0.0,1.3199999999999998,2.675,1.07,1.015,1.045,0.955,0.215,0.0,0.8599999999999999,0.005,1.295,0.7350000000000001,0.295,0
Y8-4rbZnrIk,0.7275,0.35125,0.1912499999999999,1.41,0.5625,1.43,0.25625,0.55375,0.36,0.55375,0.40125,0.18,0.8412499999999999,0.03625,0.805,0.2875,0.1025,1
YCFNwp8TH90,0.65,0.0,0.0,0.0,1.08,0.38,0.0,0.6,1.05,0.35,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
YE6BquBXgmo,1.665,0.09,0.09,0.105,2.385,2.1,0.52,1.565,1.475,1.6749999999999998,0.485,0.26,0.115,0.955,1.5650000000000002,0.0,0.875,0
YFOx5_ozQH8,0.35,0.44,0.395,0.0,0.7999999999999999,1.35,0.43,0.6849999999999999,0.7449999999999999,0.72,0.395,0.0,1.605,0.0,0.89,2.43,0.68,1
YJn6kJcDDTA,0.425,0.0,1.045,0.01,0.61,1.39,0.855,0.82,0.75,0.815,0.065,0.0,0.16,0.0,1.55,1.86,0.005,1
YJpqmd1FM_8,1.445,0.105,0.7525,0.4775,1.245,1.55,0.3725,1.1025,0.77,0.5525,2.065,0.34,0.7025,0.0225,1.8775,0.515,0.3,1
YK8hGMfNgzE,0.7066666666666667,0.4216666666666666,0.02,0.4316666666666667,0.4266666666666667,0.465,0.2533333333333333,0.5983333333333333,0.4883333333333333,0.61,0.2383333333333333,0.3266666666666666,0.4533333333333333,0.265,0.1616666666666666,0.3016666666666667,0.0,1
YLPogsvk7ew,0.87,0.0,0.79,0.0,0.16,0.0,0.1,0.92,0.18,0.83,0.32,0.33,0.0,0.0,0.0,0.0,0.5,1
YMblJMX0G40,0.85,0.2925,0.185,0.8075,0.1725,0.25,0.12,0.83,0.5800000000000001,0.4275,0.255,0.0,0.3125,0.0,0.32,0.3125,0.0,1
YNjvhHBsX9M,0.19,0.0,0.0,0.0,1.52,0.43,1.16,2.26,1.76,0.0,1.31,0.29,0.83,0.0,2.04,0.0,0.0,0
YO49D7SH130,0.765,0.565,1.395,0.8,0.0,0.285,0.145,0.08,0.0,0.13,1.135,0.1,0.23,0.0,0.435,0.36,0.0,1
YQ5Jv4x_Hp0,0.5716666666666667,0.36,0.7316666666666666,0.125,0.355,1.0066666666666666,0.235,0.6916666666666668,0.8583333333333334,0.165,0.1533333333333333,0.0249999999999999,0.1966666666666666,0.0183333333333333,1.0066666666666666,0.4766666666666666,0.0016666666666666,1
YQGnYrAuHi8,1.335,0.58,0.64,0.38,2.1950000000000003,2.425,0.03,2.485,2.68,1.08,0.0,0.0,0.0,0.09,2.0700000000000003,0.0,0.28,0
YR0ftQ2eIis,2.48,2.92,0.93,2.17,0.0,0.0,0.0,0.64,0.49,0.0,0.0,0.0,0.0,0.0,0.21,1.3,0.76,2
YSVXbP18z0Y,3.35,4.67,0.0,2.48,0.04,1.67,0.0,0.0,1.4,0.55,0.01,0.0,0.11,0.0,2.58,1.91,0.01,2
YSVXbP18z0Y(1),3.35,4.67,0.0,2.48,0.04,1.67,0.0,0.0,1.4,0.55,0.01,0.0,0.11,0.0,2.58,1.91,0.01,2
YUxJ-pihbXc,3.19,1.93,0.38,2.81,1.45,0.98,0.0,2.02,1.72,0.74,0.88,0.0,1.8,0.0,4.54,0.35,0.0,2
YVEXxOhYjrA,0.895,0.655,0.0,0.855,0.44,1.03,0.0,0.585,1.285,0.325,0.19,0.09,0.15,0.0,1.405,0.5800000000000001,0.16,1
YY0-yK2SRi4,0.0,0.0,0.31,0.0,2.32,2.64,0.79,1.27,2.33,1.81,0.18,0.62,0.68,1.06,0.55,0.44,0.0,0
Y_iMpzLuUUQ,0.71,2.73,0.27,3.51,0.0,0.0,0.44,0.0,0.35,0.0,0.37,0.0,0.0,0.0,3.86,2.33,0.0,2
YafWN3flXTU,1.0133333333333334,0.0566666666666666,0.9483333333333333,0.3316666666666666,0.7683333333333334,1.086666666666667,0.3583333333333333,0.9983333333333334,0.975,0.9433333333333334,0.7833333333333333,0.4516666666666666,0.4733333333333333,0.1183333333333333,0.9433333333333334,0.615,0.8116666666666666,1
YdUNrsq6eTE,2.41,0.57,0.69,0.99,0.46,2.61,0.0,0.19,0.46,0.0,0.59,0.07,0.0,0.0,0.0,0.0,0.0,1
Yfu02WSFtR0,0.9825,0.725,1.1675,1.62,0.495,0.835,0.27,0.8999999999999999,0.5975,0.2875,0.5125,0.5825,0.4225,0.0,1.195,0.6749999999999999,0.07,1
YhL6ZF2luIc,0.0,0.92,0.0,1.32,0.56,0.0,0.54,0.0,0.07,0.0,2.82,1.68,0.0,1.71,0.0,0.0,0.39,1
YhVy0eZdUb8,0.425,0.27,0.0,1.38,1.395,1.995,0.11,0.825,1.175,0.0,1.6,1.045,0.28,0.4499999999999999,0.85,0.485,0.39,1
Yk-C5nmpVIQ,0.825,0.82,0.0,0.0,1.265,2.03,0.325,1.73,1.89,0.69,0.35,0.705,0.6950000000000001,0.245,1.58,0.53,0.165,0
YkPiTga-xNI,0.0,0.0,0.0,0.75,3.38,2.77,0.19,1.71,3.66,1.92,0.0,0.0,0.04,0.0,2.79,0.0,0.38,0
YwLkZXeGCDI,0.2799999999999999,0.2339999999999999,0.7060000000000001,0.764,0.5660000000000001,0.364,0.42,0.3299999999999999,0.212,0.652,1.238,0.4,0.482,0.458,0.392,0.936,0.138,1
Z-N_NyiQhbY,0.41,0.0,1.46,0.0,1.56,0.0,0.41,2.95,2.27,3.01,0.59,0.25,0.0,0.0,2.1,0.4,0.0,0
Z2h_Jj0ahGc,0.79,0.0,0.4,0.415,1.245,1.3,0.045,0.6,1.28,0.0,0.55,0.07,0.5900000000000001,0.0,0.17,0.06,0.46,1
Z5EEYQ-lepE,2.1725,1.75,0.84,2.7,0.0,0.0,0.0,0.365,0.225,0.1725,1.29,1.18,0.0,0.01,0.05,0.1475,0.0,2
Z5koqfgUcls,0.0,0.0,0.0,0.0,1.87,1.15,1.08,1.92,1.71,0.44,0.07,0.0,0.68,0.0,2.25,0.0,0.0,0
Z7RIYLXahfE,0.0,0.0,0.23,0.0,0.43,0.0,0.0,0.95,1.87,0.55,0.0,0.0,0.0,0.0,3.47,0.68,3.46,0
Z8g0zOt_c9g,2.01,1.0,0.24,1.9,0.15,0.0,0.0,0.33,1.28,0.66,0.38,1.26,2.2,0.37,0.0,0.0,0.0,2
Z9M_EQ3hszQ,0.615,0.78,0.4599999999999999,1.355,0.77,1.21,0.355,1.14,1.455,1.745,0.335,0.255,0.03,0.095,0.34,0.0,0.295,1
ZB1JAWYtIbg,0.74,0.0,0.14,0.25,2.63,3.94,2.55,2.25,2.03,1.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
ZCUtAYlt-eA,0.9755555555555556,0.2355555555555555,0.7333333333333333,1.0766666666666669,0.2133333333333333,0.55,0.1455555555555555,0.6322222222222222,0.4311111111111111,0.3955555555555555,0.4522222222222222,0.61,0.1155555555555555,0.0,0.4077777777777778,0.8655555555555555,0.1211111111111111,1
ZDNvw9fsmMg,1.385,0.9883333333333332,0.1149999999999999,1.0066666666666666,2.0483333333333333,1.9383333333333328,0.2483333333333333,2.0466666666666664,1.94,0.9066666666666666,0.9966666666666668,0.0499999999999999,0.3849999999999999,0.835,2.5033333333333334,1.4283333333333337,0.0333333333333333,0
ZDQP4SRfrpg,1.5,1.99,0.0,0.29,1.43,0.8,0.0,1.66,3.18,1.4,0.07,0.0,0.0,0.0,2.6,0.95,0.0,0
ZEVLabGmE9w,0.0,0.0,0.0,0.0,1.76,1.76,0.9,1.295,2.1900000000000004,1.215,0.0,0.06,0.09,0.17,1.46,0.46,0.37,0
ZFpnR0xpdRI,0.58,1.36,0.0,1.49,0.0,0.64,0.17,1.01,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1
ZHxnWGnmTEk,0.4955555555555555,0.7100000000000001,0.0,1.261111111111111,1.1255555555555556,1.0666666666666669,0.3111111111111111,0.9288888888888888,0.8977777777777778,0.7355555555555555,0.4422222222222222,0.0,0.7822222222222223,0.0066666666666666,1.1577777777777778,0.1888888888888888,0.0055555555555555,1
