Source,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
749yjbn751o.csv,1.75,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.62,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
749yjbn751o.csv,0.5,0.0,0.39,0.42,0.0,0.0,0.0,0.0,0.0,0.12,0.29,0.0,0.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749yjbn751o.csv,0.11,0.0,0.65,0.75,0.0,0.96,0.0,0.73,0.16,0.0,0.0,0.0,0.49,0.0,0.76,0.5,0.93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
749yjbn751o.csv,0.06,0.0,0.0,0.0,0.33,0.0,0.0,0.42,0.75,0.0,0.84,0.0,0.47,0.0,0.37,0.0,0.06,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77a3CJtqZgs.csv,2.49,4.27,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.37,0.14,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
77uNrf-x5t8.csv,0.85,0.01,3.29,1.53,1.5,1.37,0.71,2.39,1.67,0.71,0.4,0.0,0.0,0.0,4.22,0.33,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
77uNrf-x5t8.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
77uNrf-x5t8.csv,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.19,0.81,1.08,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
77uNrf-x5t8.csv,0.0,0.0,0.35,1.05,0.0,0.05,0.0,0.0,0.0,0.0,0.07,0.0,1.32,0.54,0.0,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
77uNrf-x5t8.csv,1.83,0.0,0.35,0.0,0.22,0.67,0.0,0.0,0.0,0.0,0.62,0.12,0.24,0.21,0.82,1.1,0.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
78nzrhpRg1g.csv,1.66,0.0,0.0,1.14,0.0,0.0,0.0,1.01,0.37,0.0,0.0,0.32,0.31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79EQQxzhClI.csv,2.15,0.0,1.02,1.73,0.0,0.0,0.17,1.03,0.07,1.64,1.19,0.29,0.0,0.0,0.71,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
79EQQxzhClI.csv,0.22,0.0,0.62,0.0,0.55,0.0,0.28,1.62,1.92,0.89,0.0,0.0,0.0,0.0,1.41,0.94,1.38,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
79sBacNtT8Q.csv,0.0,0.0,2.71,0.0,2.93,1.47,1.08,2.58,2.73,3.3,0.0,0.0,0.0,0.02,3.71,0.69,0.7,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
79sBacNtT8Q.csv,0.0,0.0,0.01,0.0,1.85,1.28,1.66,2.31,1.86,3.48,0.4,1.12,1.66,0.2,0.45,0.0,1.21,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
79sBacNtT8Q.csv,0.97,0.0,0.42,0.56,0.0,0.0,0.0,0.51,0.6,0.0,0.05,0.0,0.0,0.0,0.6,1.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
79sBacNtT8Q.csv,1.07,0.0,0.97,0.0,0.01,0.0,0.0,0.7,0.91,0.0,0.1,0.0,0.0,0.0,1.02,1.52,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7aLmPpGdCfY.csv,1.19,1.69,0.94,0.54,0.0,0.0,0.56,0.1,0.15,0.0,1.17,0.0,0.0,0.0,0.53,0.2,0.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7awq7hypyBE.csv,0.18,0.0,2.82,0.0,0.52,2.26,1.54,0.0,0.0,1.5,1.68,0.0,3.14,0.86,0.0,0.19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
7awq7hypyBE.csv,2.71,0.61,3.3,0.83,0.08,1.88,0.0,2.24,0.85,0.0,0.71,1.34,0.15,0.0,2.37,0.95,1.26,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
7awq7hypyBE.csv,0.0,0.0,0.0,0.0,1.65,0.51,1.26,1.6,2.53,0.0,0.0,0.03,1.37,0.81,1.04,1.25,0.12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7awq7hypyBE.csv,0.62,0.19,0.0,0.32,2.06,1.12,0.57,1.27,3.0,1.71,0.0,0.2,0.87,0.0,1.64,0.29,1.16,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
7B3W6Tq54MU.csv,2.81,3.26,0.0,1.76,0.8,0.51,0.0,0.37,1.34,0.36,0.96,0.0,0.0,0.0,1.13,0.55,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7b7gRb_CExc.csv,0.91,0.0,1.21,1.32,0.15,0.0,0.02,1.16,0.51,0.0,0.02,0.75,0.0,0.0,1.16,0.0,0.15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
7b7gRb_CExc.csv,0.0,0.0,0.61,0.0,0.78,0.6,0.0,0.93,1.97,0.74,0.08,0.78,1.16,0.0,1.28,0.25,1.79,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7b7gRb_CExc.csv,0.72,0.0,0.37,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.7,0.17,0.17,0.0,0.0,0.3,0.68,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7b7gRb_CExc.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.48,0.0,0.0,0.0,0.43,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7c3fVjA3hsY.csv,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.29,0.0,0.0,0.0,0.01,0.0,1.9,0.77,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7c3fVjA3hsY.csv,1.57,2.6,0.0,1.44,0.0,0.0,0.73,0.0,0.22,0.4,0.0,0.28,0.0,0.32,0.0,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7D4XwWBi3qw.csv,0.86,0.2,1.18,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.93,0.59,0.0,0.0,0.7,0.0,0.99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
7D4XwWBi3qw.csv,2.15,0.0,0.73,2.4,0.0,0.18,0.0,0.15,0.0,0.1,1.18,0.0,0.0,0.0,0.57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7D4XwWBi3qw.csv,0.0,0.0,1.62,0.72,0.0,0.71,0.0,0.0,0.09,0.0,0.23,0.0,0.18,0.0,0.0,0.09,0.57,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7DkmB-btFfY.csv,0.21,0.08,0.0,0.0,2.07,0.0,0.0,1.82,3.31,1.51,0.0,0.0,0.0,0.0,3.5,0.0,2.18,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7dRGee6bay8.csv,0.76,0.0,1.0,0.05,0.82,0.88,0.32,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7dRGee6bay8.csv,0.0,0.0,0.0,0.0,0.33,1.45,1.15,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7E3ohfJI-Tg.csv,0.83,1.27,0.0,1.1,1.91,0.41,0.0,1.5,3.76,1.46,0.0,0.0,0.78,0.0,3.73,1.57,0.79,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7E3ohfJI-Tg.csv,0.81,0.68,0.0,0.14,2.34,2.51,1.04,2.7,1.89,0.0,0.0,0.0,0.92,0.0,4.73,0.98,0.09,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7E3ohfJI-Tg.csv,0.0,0.0,0.0,1.3,0.0,1.43,0.0,0.0,1.14,0.0,1.62,0.01,0.0,4.17,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7E3ohfJI-Tg.csv,0.6,0.0,0.0,1.89,0.0,0.0,0.36,0.0,0.32,2.13,0.0,0.4,0.03,0.03,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7Ebi_4WghzE.csv,1.21,0.21,0.0,1.64,0.0,0.0,0.0,0.02,0.0,0.0,1.33,0.19,0.0,0.06,0.72,1.31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7Ebi_4WghzE.csv,0.0,0.11,0.0,0.96,0.0,0.62,0.14,0.0,0.14,0.0,0.36,0.0,2.26,0.0,0.06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7EJxqEfLa-A.csv,0.92,0.41,0.0,0.18,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.07,0.0,0.49,0.07,0.18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7EJxqEfLa-A.csv,2.53,0.42,1.03,2.87,0.13,0.0,0.95,2.67,0.0,0.0,1.99,1.59,0.0,3.86,1.97,5.0,0.34,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7EJxqEfLa-A.csv,1.39,2.16,0.0,0.0,0.0,1.22,0.0,0.0,0.07,0.0,0.0,0.0,0.26,0.0,0.22,0.0,0.52,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7EJxqEfLa-A.csv,0.2,0.45,0.28,0.0,1.08,0.0,1.22,0.0,0.0,0.0,5.0,0.0,0.0,1.95,0.92,3.23,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7EJxqEfLa-A.csv,1.51,0.1,0.0,1.18,1.86,1.84,0.0,2.06,2.25,2.44,0.33,0.67,1.87,0.04,2.11,1.07,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7fFlTkr3oO4.csv,0.28,0.14,0.0,0.57,1.39,1.58,0.37,2.28,2.58,1.73,0.0,0.0,0.0,0.0,2.47,0.59,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7fFlTkr3oO4.csv,0.33,0.0,0.08,0.0,1.99,1.6,1.19,1.54,1.56,0.53,0.0,0.0,0.8,0.0,3.79,0.39,0.85,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
7fFlTkr3oO4.csv,0.0,0.0,0.21,0.54,1.09,1.56,0.75,1.59,0.8,1.11,0.27,0.0,0.0,0.0,0.86,0.0,0.71,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7fFlTkr3oO4.csv,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.08,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7FT99_QIvGU.csv,1.08,0.0,0.43,0.16,0.83,1.91,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,1.29,0.0,1.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7FT99_QIvGU.csv,0.0,0.0,0.93,0.0,0.0,0.64,0.61,0.0,0.0,0.0,1.47,2.51,0.0,0.39,0.0,0.14,0.67,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7FYJ_ZmJy7A.csv,1.17,0.09,0.0,0.0,1.92,1.9,0.84,2.53,2.07,2.72,1.42,0.0,0.87,0.0,2.69,0.54,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7Ism_fgcFxo.csv,2.35,0.68,0.0,1.21,0.31,1.12,0.29,1.04,0.19,0.0,0.26,0.0,0.29,0.0,0.21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7isroVJXFRs.csv,1.38,0.82,0.0,0.0,0.47,1.38,0.0,0.0,0.22,1.19,0.0,0.0,1.11,0.53,1.65,0.0,0.32,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7jpvU2TLsIM.csv,1.05,1.67,0.0,0.0,0.21,2.38,1.3,0.72,0.83,0.91,0.58,0.83,0.0,0.67,1.42,1.88,1.58,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7jpvU2TLsIM.csv,0.06,0.0,0.0,0.0,2.71,3.43,0.49,2.28,3.02,3.55,0.31,0.52,2.06,0.43,2.7,2.5,0.12,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7k-AQ4TzMbs.csv,0.0,0.0,0.0,0.0,1.41,0.8,0.76,1.26,2.21,1.79,0.0,0.0,0.22,0.35,1.2,0.52,1.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7k-AQ4TzMbs.csv,1.51,1.53,0.0,0.27,1.41,0.85,0.0,1.55,2.19,0.42,0.0,0.0,0.54,0.0,3.32,0.37,0.02,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
7k-AQ4TzMbs.csv,0.0,0.0,0.0,0.01,0.0,0.19,0.21,0.0,0.0,0.0,0.84,0.0,0.24,0.0,0.19,0.0,0.85,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7L7ll4tqVNg.csv,0.0,0.0,0.0,0.0,2.6,2.74,0.8,1.69,2.18,1.39,0.0,0.0,0.77,0.0,3.67,1.37,0.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7L7ll4tqVNg.csv,0.82,0.0,0.96,1.02,1.03,2.15,0.24,1.55,1.98,1.03,1.11,0.0,0.0,0.32,0.03,0.0,0.49,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7L7ll4tqVNg.csv,0.28,0.0,1.33,0.0,1.43,2.73,0.79,1.19,0.75,1.15,0.38,0.22,0.65,0.27,0.03,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7L7ll4tqVNg.csv,0.35,0.28,0.0,0.04,1.1,0.0,0.88,0.0,1.64,0.96,0.57,0.0,0.0,1.27,1.91,0.0,0.48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7LGKv4A_mx4.csv,0.74,0.07,0.88,0.54,1.52,1.67,0.67,2.12,1.8,1.92,0.0,0.0,0.0,0.0,2.06,0.44,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7LGKv4A_mx4.csv,0.0,0.0,0.0,0.8,0.0,1.26,0.36,0.11,0.13,0.0,0.33,1.82,0.0,0.61,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7LGKv4A_mx4.csv,1.24,0.04,0.09,1.44,1.52,2.29,0.97,2.62,1.14,0.0,0.0,0.0,0.0,0.0,2.63,0.53,0.48,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
7lrZgWyWBIw.csv,0.09,0.0,0.0,0.98,0.0,0.52,0.0,0.56,0.0,0.39,0.82,0.68,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7lrZgWyWBIw.csv,0.7,1.97,0.64,1.29,0.0,0.22,0.0,1.41,0.52,0.0,0.53,0.2,0.0,0.0,0.84,1.9,0.66,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7M6B3zqjc6s.csv,1.29,0.0,1.05,1.2,0.0,0.0,0.0,0.0,0.0,0.28,0.37,0.14,0.0,0.0,0.0,1.11,0.52,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7mFbswax8xU.csv,1.17,2.41,0.0,2.28,2.31,2.68,1.83,2.08,1.95,1.0,1.53,0.0,0.49,0.0,2.74,2.29,0.61,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7N83WgMhGFg.csv,1.71,1.92,0.0,0.8,0.34,0.0,0.0,0.0,0.47,0.29,0.11,0.0,1.3,0.83,0.0,0.11,0.98,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7NdbqsiwFKw.csv,0.24,0.52,0.0,0.0,0.0,1.02,0.17,0.0,0.01,0.0,0.0,0.27,0.0,0.0,0.5,1.03,1.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7NylnDrB5SU.csv,0.45,0.03,1.19,0.25,0.0,0.32,0.0,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7om4gIQdO-o.csv,0.13,0.0,0.0,2.63,0.17,0.0,0.0,0.0,0.95,0.55,0.0,0.42,0.8,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7pSGhTgPkzo.csv,0.28,0.0,0.0,0.0,1.05,0.39,1.18,2.09,2.37,0.25,0.07,0.0,0.22,0.0,2.21,0.29,0.89,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7pSGhTgPkzo.csv,0.41,0.0,0.19,0.11,0.0,0.0,0.04,0.0,0.0,0.12,0.08,0.02,0.36,0.11,0.0,0.46,0.66,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7pSGhTgPkzo.csv,0.61,0.0,0.0,0.69,1.35,0.0,0.68,1.29,1.8,0.87,0.37,0.96,1.14,0.41,0.64,0.0,0.02,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7pSGhTgPkzo.csv,0.73,0.0,0.09,0.19,1.39,0.0,0.21,1.5,1.2,2.0,0.23,0.87,0.95,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
7pSGhTgPkzo.csv,0.0,0.0,0.22,0.17,1.26,1.0,0.44,1.04,1.2,0.0,0.1,1.07,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7qr2i8InfE0.csv,0.0,0.12,0.0,0.17,0.0,0.04,0.0,0.0,0.0,0.49,0.71,0.08,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7qr2i8InfE0.csv,0.0,0.0,0.0,0.0,0.51,0.0,0.13,0.0,0.55,1.97,0.0,0.0,0.03,0.17,0.0,0.46,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7rEnUDFMHbs.csv,0.84,0.3,0.0,2.56,0.0,0.17,0.49,0.0,0.0,0.0,0.72,0.0,0.45,0.0,2.03,0.11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7rEnUDFMHbs.csv,1.26,0.0,0.0,0.0,0.01,0.0,0.0,0.75,0.34,0.0,0.0,0.0,1.53,0.0,0.45,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7SKGXkZKjV8.csv,0.98,0.0,0.47,0.34,0.01,0.0,0.0,0.0,0.09,0.0,1.39,0.0,0.0,1.34,0.39,0.0,0.46,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7SKGXkZKjV8.csv,0.36,0.54,1.69,0.14,0.1,0.0,0.41,0.84,0.84,0.0,0.0,0.58,1.82,0.0,0.27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7SKGXkZKjV8.csv,0.53,0.0,0.08,0.51,0.89,0.86,0.84,0.0,0.0,0.0,1.39,2.25,0.55,0.0,0.03,0.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7T2pjvK_SDI.csv,1.11,1.51,0.0,2.4,0.11,1.41,0.0,0.48,0.94,0.57,0.0,0.53,0.0,1.29,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7T2pjvK_SDI.csv,1.09,0.4,0.56,2.95,0.0,0.0,0.0,0.41,0.51,0.0,0.48,0.0,0.0,0.0,0.31,0.82,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
